,Unnamed: 0,file_name,ground_truth,word_lenth,transcribe_sentence,cer
2019,2019,2c9a35ed7beb555f276712ff61a596f8.wav,김칫국물에 밥 비벼 먹는다고 깎아내리지마.,23, 김치국물에 밥 비벼먹는다고 깎아내리지마,0.05555555555555555
2020,2020,9b5a72b41c592cf70a4065628202adcf.wav,집 위에 생크림을 얹어놓은 것처럼 생겼네요.,24, 집 위에 생크림을 얹어놓은 것처럼 생겼네요,0.0
2021,2021,f8282cd9ef1e50a546cdd00677221aa1.wav,오늘 오전에 인천공항에 있는 우리의 계약 창고로 옮겼고 창고에서 직접 박스들의 상태를 확인했습니다.,55, 오늘 오전에 인천공항에 있는 우리의 계약 창고로 옮겼고 창고에서 직접 박스들의 상태를 확인했습니다.,0.0
2022,2022,2736c029c58dab951a0013015fb8ce81.wav,이거 좀 짧게 해주시겠어요?,15, 이거 좀 짧게 해주시겠어요?,0.0
2023,2023,0f306a0a7e43422c1421e50c1c167df1.wav,이 사고로 밴드 베이스 연주자와 로드매니저가 목숨을 잃었다.,33, 이 사고로 밴드베이스 연주자와 로듬앤이저가 목숨을 잃었다.,0.12
2024,2024,eee059be8679c103448c69488f8541b5.wav,좋아요. 그러면 집에서 영화관처럼 팝콘 먹으며 영화 볼래요!,33, 좋아요. 그러면 집에서 영화관처럼 팝콘 먹으며 영화 볼래요.,0.0
2025,2025,8a7438889c08046ab8607e6f6f360caa.wav,손흥민에 위에 서고 지동원이 섀도우 스트라이커처럼 움직였다.,33, 허능민이 위에서 고 지동원이 섀도우 스트라이컬처럼 움직였다.,0.15384615384615385
2026,2026,5c082e325fbdb5b05132c9a5519d4272.wav,왜냐하면 불쾌한 냄새가 풍기기 때문이에요.,23, 왜냐하면 불케한 냄새가 풍기기 때문이에요,0.05555555555555555
2027,2027,40e5001d4d564499f2746ae7f1b14be3.wav,이 소프트웨어는 장비에 맞게 최적화가 가능합니다.,27, 이 속투회원은 장비에 맞게 초적화가 가능합니다.,0.3333333333333333
2028,2028,dc315aaa95aac0f1f80232f5d6c73fac.wav,너는 아마 안 겪어봐서 모를 것 같아요.,22, 이거는 아마 안 겪고 봐서 모를 것 같아요,0.1875
2029,2029,f2d0725ae32ca39683bd36f76730674b.wav,그 사람들은 골대 바로 뒤의 좌석에 주로 앉아요.,27, 그 사람들은 골 때 바로 비의 좌석에 주로 앉아요,0.10526315789473684
2030,2030,52f7c402f87cb2775d0fd0a8e3f5d3c7.wav,동료는 전화를 받은 후에는 곧장 우리 집으로 왔어.,28, 동료는 전화를 받은 후에는 곧장 오리집으로 왔어,0.05
2031,2031,ee742246736f6ecbf5d6ea985129d15c.wav,또한 밝은색은 따뜻한 느낌이 들어서 난 주로 밝은옷을 입는다.,34, 또한 밝은 색은 따뜻한 느낌이 들어서 난 주로 밝은 옷을 입는다.,0.0
2032,2032,34281b01a3a19ee3b22a2d5f4eea965e.wav,성장 과정에서 다양한 경험을 통해 삶을 여러 색으로 칠할 수 있었습니다.,40, 황장 과정에서 다양한 경험을 통해 삶을 여러 색으로 칠할 수 있었습니다.,0.034482758620689655
2033,2033,57a55ea09c535ab10e5cbb86445a9e4e.wav,호텔의 샤워실은 넓은 편인가요?,17, 호텔의 샤워실은 넓은 편인가요?,0.0
2034,2034,5ba03887f7ce98293d783463081c9fb5.wav,여러분은 두통이나 복통을 앓을 수도 있어요.,24, 여러분은 두통이나 복통을 알을 수도 있어요,0.05555555555555555
2035,2035,e7b93377895abe484d7a015770fbda67.wav,구매한 노트북을 받았는데 몇몇 구성품이 빠진 것 같습니다.,32, 구매한 노트북을 받았는데 몇 년 구성품이 빠진 것 같습니다.,0.041666666666666664
2036,2036,880b8ac2377e58f17eb7895829915db5.wav,거장과 마르가리타를 드디어 연극으로 보게 되는구나!,28, 거장과 마르가리타를 드디어 연극으로 보게 되는구나.,0.0
2037,2037,f9547945b9284aca7ad17f744100d4ed.wav,세안 후 화장 솜에 적당량을 덜어 피부 결 안쪽에서 바깥쪽으로 가볍게 닦아내듯 바릅니다.,49, 새한 후 화장솜에 적당량을 덜어 피부결 안쪽에서 바깥쪽으로 가볍게 닦아내듯 바릅니다.,0.05555555555555555
2038,2038,1873f9c0034e69216025d673ee6da1c0.wav,그가 국내 항공권과 호텔 예약에 관하여 너희 들과 얘기하고 싶어해요.,38, 그가 국내 항공권과 호텔 예약에 관하여 너희들과 얘기하고 싶어해요,0.0
2039,2039,8760fdca3274536ff6319ccc88c878cb.wav,신태용호가 반드시 잡겠다고 선언했던 스웨덴 전에서 패배했다.,33, 신태용호가 반드시 잡겠다고 선언했던 수회된 전에서 패배했다.,0.11538461538461539
2040,2040,14877ff2608c87fd6d0b17709d7a20d0.wav,다리가 너무 아픈데 입구에 앉을 곳도 없네.,24, 다리가 너무 아픈데 입구에 앉을 것도 없네,0.058823529411764705
2041,2041,9f813d332d03452bdf244a454732ea36.wav,젊음에 집착하는 문화로 인한 근시안을 통해 편견으로 바라보았다.,35, 별몸에 집착하는 문화로 인한 근시안을 통해 편견으로 바라보았다.,0.07407407407407407
2042,2042,c1a401754627ec00d4d7d25c79e77206.wav,내성 발톱이 그렇게 심하지는 않은데 너무 짧게 잘라버려서 통증이 조금 심해요.,43, 내성 발톱이 그렇게 심아지는 나는데 너무 짧게 잘라버려서 통증이 조금 심해요.,0.09375
2043,2043,2276330c83dce76d737d58a637bb7ee1.wav,잃어버린 건 혹시 누가 가져가거나 그러지는 않을까요?,29, 이러 버린 건 혹시 누가 가져가거나 그러지는 않을까요?,0.09090909090909091
2044,2044,1240472778d5c0a65608b26e04998aeb.wav,어제 만나서 정말 반가웠고 곧 다시 또 만났으면 좋겠다!,31, 어제 만나서 정말 반가웠고 고 또 다시 만났으면 좋겠다,0.13043478260869565
2045,2045,3470db9c00e6196db0d546bebbec0042.wav,이건 색깔이 빠져도 너무 빠졌는데 어떻게 된 거죠?,28, 이건 색깔이 나빠져도 너무 빠졌는데 어떻게 된 거죠?,0.047619047619047616
2046,2046,178f28a1bde5ba6e3599f4a80ddd077b.wav,버닝썬 사태의 최초 폭행자가 최순실씨의 조카 서모씨라는 주장이 나왔다.,39, 어닝전 사태의 최초 폭행자가 최순실시 의 조카 섬호시라는 주장이 나왔다.,0.2
2047,2047,0eaa221d7122c3754ee4a745f2bd5129.wav,행정소송 판결이 나올 때까지 업무를 줄 수 없다는 얘기다.,32, 생경소송 판결이 나올 때까지 업무를 줄 수 없다는 얘기다.,0.08695652173913043
2048,2048,a0c6ac9bca9eb90a35d6b4d2b9e06ec7.wav,호흡기관의 확산작용의 한 예는 폐포로부터 폐 모세혈관으로 이동하는 산소의 움직임입니다.,48, 호흡 비관의 확삭작용의 한 예는 페포로부터 페 모세혈관으로 이동하는 창소에 움직임합니다.,0.18421052631578946
2049,2049,4b1cd1ae2f3cbb58a7b5d3d12e2f2cf0.wav,버터와 오리 기름 돼지기름으로 조리하면 돼.,24, 버터와 오리기름 돼지기름으로 조리하면 돼,0.0
2050,2050,c7b5db46aff2ec8d9e1ebcea1efe9908.wav,솔트웨어가 생명보험협회 디지털 혁신 프로젝트를 성공적으로 마쳤다.,36, 울투 에어가 생명 도움을 옆에 디지털 혁신 프로젝트를 성공적으로 맞췄다.,0.3333333333333333
2051,2051,6ea6f04bd89477d380d6d9dcc67519d8.wav,이렇게 책자가 두꺼우면 밖에서 가지고 다니기 힘들겠어요.,31, 이렇게 책자가 두꺼우면 밖에서 가지고 다니기 힘들겠어요,0.0
2052,2052,2390c7a9b0e14954d899f64a7c66f457.wav,조수석에 앉는 게 예의라고 그래서 걱정했는데 이해해줘서 고마워.,35, 구수석에 앉는게 예의라고 그래서 걱정했는데 이해해줘서 고마워,0.037037037037037035
2053,2053,ef2372d463015c1ba5dbc9b74786e378.wav,그것들은 여러분의 눈이 맑고 밝게 보이도록 도와줄 거예요.,32, 그것들은 여러분의 눈이 맑고 밝게 보이도록 도와줄거에요,0.041666666666666664
2054,2054,c5d2e9dfc4496f682817455ea43e35da.wav,저는 그저 매일 기계적인 삶을 사는 것뿐이에요.,26, 저는 그저 매일 기계적인 삶을 자는 것 뿐이에요,0.05263157894736842
2055,2055,c7913b77bce9d3d7968e250318f9d51a.wav,손가락에 비해 인식 범위가 넓어 정확도도 높다.,26, 손가락에 비해 인식범이라 넓어 정확도도 높다,0.10526315789473684
2056,2056,a76a9457f275ce9693cf93273304e202.wav,친구들은 금방 싫증을 느끼고 다른 곳으로 가버렸다.,28, 친구들은 금방 실증을 느끼고 다른 곳으로 가버렸다.,0.047619047619047616
2057,2057,763ee2f76552a6b30e3448ef27ad06e4.wav,자명종 맞추는 걸 잊어버린 거 아냐?,20, 감형종 맞추는 걸 잊어버린 거 아니야?,0.26666666666666666
2058,2058,d2b3eac7abe932207a6df5f0c62e9b0d.wav,귀사의 상품을 몇몇 한국과 일본 업체가 판매하는 걸 보았습니다.,35, 비사의 상품을 연락한 곡과 일본 업체가 판매하는 것을 보았습니다.,0.2222222222222222
2059,2059,b540baf8553103463efcfcd361fe9888.wav,만약 일 끝났다면 오늘 하루 수고 많았어!,23," 아니야, 일 끝났다면 오늘 하루 쉬고 많았어",0.23529411764705882
2060,2060,2e0e0d2c2c1661ff7908c6c9baafcc77.wav,남의 얘기를 귀 기울여 듣고 공감해주며 잘 조언해줄 수 있습니다.,36, 남의 얘기를 귀 기울여 듣고 공감해 주면 잘 조언해 줄 수 있습니다.,0.038461538461538464
2061,2061,e7334239cd600cfd5480956d87910210.wav,웨딩드레스를 직거래로 진행하는 것이 맞나요?,24, 웨딩 드레스를 직거래로 진행하는 것이 맞나요?,0.0
2062,2062,9af1230ca484508ec3c5bb6cf4f30e4e.wav,부사장으로 근무 중인 남동생과 아예 근무한 사실이 없는 올케는 각각 육아휴직을 한 것처럼 서류를 꾸며 육아휴직급여를 타내기도 했다.,73, 가상으로 근무 중인 남동생과 아예 근무한 사실이 없는 올케는 닭각 유가 휴지기를 한 것처럼 서류를 꾸며 유가 휴지급여를 탄액이도 했다.,0.26785714285714285
2063,2063,8d1490a3ccb007cef5d745a62a9ff282.wav,그동안 산업용지 부족으로 어려움을 겪던 창원국가산업단지가 확장된다.,37, 공간 산업용지 부족으로 어려움을 겪던 창원 국가 산업단지가 확장된다.,0.1
2064,2064,c1d8bd051ea17257293c629a8033fa6d.wav,전현무가 윤균상의 발차기 시범에 주저앉아 민망해하자 한혜진도 박장대소하기도 했다.,45, 연현무가 윤균상의 발차기 시 범에 주저한 자 민망해지하자 한해진도 박장대 소화기도 했다.,0.16216216216216217
2065,2065,cd6a63539d3252ca4314287c21b9ebfb.wav,기술진보는 우리의 삶을 편리하게 해주었습니다.,25, 기술진보는 우리의 삶을 편리하게 해주었습니다.,0.0
2066,2066,07588d050b0be5b6a8a25a9786b3c6e7.wav,나에게 주어진 시간이 너무 짧았습니다.,21, 나에게 주어진 시간이 너무 짧았습니다.,0.0
2067,2067,3e2dca2eba1f1f26a58c95db54423bad.wav,날씨가 엄청 더워서 아무것도 하기 싫어요.,23, 알시가 엄청 도워서 아무것도 하기 싫어요,0.17647058823529413
2068,2068,69fc5a0c52a558d6a48e8109e71dcf8b.wav,조금 전까지만 해도 핸드폰을 들고 다녔잖아!,24, 조금 전까지만 해도 핸드폰을 들고 다녔잖아,0.0
2069,2069,f0c06ebc29758b8577a0c7beef7b31d6.wav,우리가 이메일로 얘기했던 것과 같아요.,21, 우리가 이메일로 얘기했던 것과 같아요,0.0
2070,2070,cb1a15b0193dab4d83d2aba99b406556.wav,이 식당 내가 자주 오는 곳인데 꽤 괜찮지?,24, 이 식당 내가 자주 오는 곳인데 꽤 괜찮지?,0.0
2071,2071,8e7a0b776cbe35a834b45ed27d7fab18.wav,차후에 소프트웨어 업데이트를 통해 보정이 필요해 보인다.,31, 이후에 쇼프트웨어 업데이트를 통해 보정이 필요해 보인다.,0.08333333333333333
2072,2072,2a554d1d114e31900f77e14316b035cf.wav,혹시 저로 인해 불편을 겪으셨다면 진심으로 죄송합니다.,30, 혹시 저로 인해 불편을 겪으셨다면 진심으로 죄송합니다.,0.0
2073,2073,cdf65eaf86cc0489aa089744bae8472f.wav,나도 아무렇지 않은 척 자리에 앉았어.,21, 나도 아무렇지 않은 척 자리에 앉았어,0.0
2074,2074,010f949e8dd62d3f4ebd90b1bfbca119.wav,각각의 메시지에 대해 읽음 표시가 되어 상대방이 그 메시지를 읽은 시간 및 상태를 알 수 있습니다.,55," 각각의 메세지에 대해 읽은 표시가 되요. 상대방이 그 메세지를 읽은 시간, 밑 상태를 알 수 있습니다.",0.1282051282051282
2075,2075,b51c98fafdd9c0d2136cb394dc486877.wav,왕으로부터 시작된 바이러스가 굶주린 백성들부터 고통에 빠트리는 것이다.,39, 왕으로부터 시작된 바이러스가 금주린 백성들로부터 고통에 빠트리는 것이다.,0.0625
2076,2076,c6ea0a441e35eca54ff8d4ea5a0c9759.wav,옷이 좀 짧은 편이라 허리선까지 오는데 불편하진 않겠어?,31, 옷이 좀 짧은 편이라 허리선까지 오는데 불편하지는 않겠어?,0.08333333333333333
2077,2077,dd03d18ba5d86892001b50b3af64acb7.wav,운동이나게임을할 때 지는걸싫어하여 화를 잘내곤했었습니다.,31, 운동이나 게임을 할 때 지는 걸 싫어하여 화를 잘 내곤 했었습니다.,0.0
2078,2078,904c4e2395903dd5a83ea5fe0ad28427.wav,우리가 이번 주말에 만날 수 있을지 없을지 나는 확신할 수 없어요.,37, 우리가 이번 주말에 만날 수 있을지 없을지 나는 확신할 수 없어요,0.0
2079,2079,a635ef4dd3bb21360458a6585c155e64.wav,친구가 갑자기 같이 가자고 해서 옆에 앉고 싶어서요.,29, 친구가 갑자기 같이 가자고 해서 옆에 안고 싶어서요.,0.047619047619047616
2080,2080,8a1e39307fa2797f6737fdc618f6a339.wav,오늘같이오늘 같이 높은 자외선이 예상되는 날에는 충분한 선블록으로 대비하세요!,43, 오늘 같이 오늘 같이 높은 자외선이 예상되는 날에는 충분한 선불로그로 데뷔하세요,0.14705882352941177
2081,2081,91ecb5b674a9fb003674a04f5bd143f2.wav,다시한번 또 그런식으로 얘기 한다면 그때는 당신을 보내줄 거야.,35, 다시 한 번 또 그런 식으로 얘기한다면 그때는 당신을 보내줄거야.,0.0
2082,2082,f976c2d661b7a473b9c61103dda82111.wav,나 이소빈은 마이클 웨인 머레이 더 세컨드를 남편으로 맞겠습니다.,36, 이 소비는 마이클 웬 머레이더 세컨드를 남편으로 맡겠습니다.,0.2222222222222222
2083,2083,d91b74ecd4d57f80c6a87654705de6f7.wav,모두 한 번쯤은 친구와 갈등을 겪어보지 않았는가?,27, 모두 한 번쯤은 친구와 갈등을 겪어보지 않았는가,0.0
2084,2084,7a9134772f8336f02ef638122ee544ae.wav,내가 곧 나가야 해서 그러는데 누가 내 전화 좀 대신 받아줘.,34, 내가 곧 나가야 해서 그러는데 누가 내 전화점 대신 받아줘.,0.043478260869565216
2085,2085,b4aae01dd120ccefa10dfc632d2bbf7d.wav,우리는 케이스가 포장되는 짦은 시간 내에 테이프의 수축에 의해 케이스 포장 필름의 주름이 발생했다고 보기가 어렵습니다.,66, 우리는 케이스가 포장되는 짧은 시간에 테이프의 숙회의해 케이스 포장 필름에 주름이 발생했다고 보기가 어렵습니다.,0.12
2086,2086,1a0f2be4cca2319a301dbe24650528e6.wav,그리고 가능하다면 한국의 보깅씬을 넓히고 보깅관련 행사를 열고싶습니다.,39, 그리고 가능하다면 한국의 보기행신을 넓히고 보기인 관련 행사를 열고 싶습니다.,0.15151515151515152
2087,2087,b665e7789d578ec2028490044630beb8.wav,쉽게 얻은 것은 쉽게 잃습니다.,17, 헤어된 것은 쉽게 일습니다.,0.4166666666666667
2088,2088,1f14ff732ef14a97e1c69a803dce3250.wav,몇몇 선수들이 나중에 충격이 쌓여서 고생한다고 들었긴 했어요.,34, 음료 선주들이 나중에 충격이 쌓여서 고생한다고 들었긴 했어요.,0.11538461538461539
2089,2089,a29d45944349e52f552b05c1745d8627.wav,당신이 편하게 날 부를 수 있는걸 선택하세요!,25, 당신이 편하게 날 부를 수 있는 걸 선택하세요,0.0
2090,2090,75c56c848308531d85a3d6b920a0e7c3.wav,저는 네일아트하는 걸 좋아하는 데 집중하게 돼서 시간도 잘 가고 예쁘게 됐을 때 뿌듯하기 때문이예요.,56, 저는 내일 아트하는 걸 좋아하는데 집중하게 돼서 시간도 잘 가고 예쁘게 됐을 때 뿌듯하게 때문이에요.,0.07317073170731707
2091,2091,a4c1f8a016b33a5539e8010402da3436.wav,사법농단 얘기만 나오면 빠지지 않는 게 있습니다.,27, 아범 농단 얘기만 나오면 빠지지 않는 게 있습니다.,0.1
2092,2092,4f605aa049dba6ae1a49212a0d7051df.wav,웬만한 역경이 와도 무너지지 않을 것 같다.,24, 웬만한 역경이와도 무너지지 않을 것 같다,0.0
2093,2093,23840150f113bbe1d262737516a75ead.wav,내가 하고 싶은 음악 다 할 거라는 생각밖에 없었어요.,30, 내가 하고 싶은 음악 다 할 거라는 생각밖에 없었어요,0.0
2094,2094,b25da6069dac806d67830eb6a9f39548.wav,여기에 앉으셔서 기다리시면 됩니다.,19, 여기에 앉으셔서 기다리시면 됩니다.,0.0
2095,2095,edd9d0a3bb0b4cc1e7fa79bdd768be70.wav,화면 밝기 설정에서 밝기를 조정합니다.,21, 3연 바이키 설정에서 바이키를 조정합니다.,0.4444444444444444
2096,2096,03ea63fa435ddd431f03e2308ef1f29f.wav,할머니들의 이야기에는 세월이 가르쳐준 삶의 지혜와 진실이 있다.,35, 할머니들의 이야기에는 세월이 가르쳐준 삶의 지해와 진실이 있다.,0.037037037037037035
2097,2097,662babcc6193b81f2a4b283ffbe0e9b2.wav,얇아서 휴대성이 좋으며 미끄러지지 않는 후가공 처리를 하였으며 어디서나 편하게 사용이 가능한 제품이에요.,58, 얇아서 휴대성이 좋으면 미끄러지지 않는 후가공 처리를 하였으며 어디서나 편하게 사용이 가능한 제품이에요.,0.022222222222222223
2098,2098,2f13a644685b1521ab4668add9c57c49.wav,끓인 전복죽은 옅은 녹색으로 보여요.,20, 크린 전복죽은 여튼 녹색으로 보여요,0.26666666666666666
2099,2099,439cf990af6c7b9fc265c5baede4f534.wav,새로운 해가 시작되는 날 간절곶에서는 해맞이 축제가 열립니다.,34, 배로운해가 시작되는 날 간결곳에서는 해맑이 축제가 열립니다.,0.15384615384615385
2100,2100,657b7b26682a118680d909946bfb7476.wav,지금 바로 불렀으니 조금만 기다리세요!,21, 지금 바로 블러스니 조금만 기다리세요.,0.1875
2101,2101,8ee1c7c3d1534625445b5f8bdef6ee8e.wav,출근 복장을 자유화하는 안건에 관해 얘기해보죠.,26, 출근 복장을 자유하는 안권에 관해 얘기해 보죠,0.1
2102,2102,dc0da2eeed9b2934362be00421745c1f.wav,검색 마케팅을 이용해 너의 웹사이트가 우선권 있는 검색 부문에 자리 잡았는지 확인해라.,48, 검색 마케팅을 이용해 너의 웹 사이트가 우선권 있는 검색 부분에 자리 잡았는지 확인해라.,0.027777777777777776
2103,2103,30752fe2f1e89621c57ea6341c42abc8.wav,당신은 그런 식으로밖에 나에게 말을 못 해.,24, 당신은 그런 식으로 밖에 나에게 말을 못해.,0.0
2104,2104,4a1d321a325d5a04af82ba99350e67e8.wav,그 남자들이 들어와서 그녀의 맞은편에 앉았습니다.,27, 그 남자들이 들어와서 그녀의 맞은 편에 앉았습니다.,0.0
2105,2105,cb6a11f3e7d1d25f8e74d3dcf9044575.wav,여러 고민을 갖고 목적 없이 계속 스트레스를 받으며 살아갈지에 대해 고민보다 목적 있는 삶을 살 수 있도록 하자.,63, 여러 고민을 갖고 목적 없이 계속 스트레스를 받으면 살아갈지에 대해 고민보다 목적 있는 삶을 살 수 있도록 하자.,0.022222222222222223
2106,2106,d253900fe991c5ac1e5cc8ccf025ca12.wav,당신과 당신의 동생이 양동이에 가치가 짧은 꼬리 적이 되지.,33, 당신과 당신의 동생이 양동의 가치가 짧은 꼬리적이 되지,0.08333333333333333
2107,2107,3a7360a578a33eb8dce228934617d0f8.wav,나는 당신이 그런 말 하는 것이 싫어요.,22, 나는 당신이 그런 말 하는 것이 싫어요.,0.0
2108,2108,432d8bf9e73505f35e572628cc8e6b9a.wav,어쩌면 너무 화려해서 슬픈 꽃말을 가진 아네모네꽃입니다.,31, 어쩌면 너무 화려해서 슬픈 꽃말을 가진 안의 문에 꽃입니다.,0.16666666666666666
2109,2109,a6d77fc913d1db384644f30d1c231671.wav,잘 할 수 있어. 힘든 시간을 이겨냈으니깐 실전에서도 잘할 거야!,36, 알을 할 수 있어 힘든 시간을 이겨냈으니까 실전에서도 잘할거야,0.11538461538461539
2110,2110,b6b82eeb4e259722f6d0815c801ceff2.wav,또 마지막 그릇 씻은 물까지 먹음으로써 쓰레기를 만들지 않는다는 점에서 생태주의 사상도 깃들어 있습니다.,58, 또 마지막 그릇 씻은 물까지 먹음으로써 쓰레기를 만들지 않는다는 점에서 생태주의 사상도 깊들어 있습니다.,0.022727272727272728
2111,2111,2093151097439da27da01e24bf14732e.wav,일본은 그만큼 충성도 높은 고객이 많다는 얘기다.,27, 일본은 그만큼 충성도 높은 고객이 많다는 얘기다.,0.0
2112,2112,81e350555a675a9397122d968b245254.wav,죄송하지만 내일 당신을 봬도 괜찮을까요?,22, 내 송하지만 내일 당신을 배도 괜찮을까요?,0.11764705882352941
2113,2113,712a0c92b455b33fc5de3fd6be180cd8.wav,배송비는 델라웨어로 받으면 얼마 정도 나올까요?,26, 배송비는 델러웨로 받으면 얼마 정도 나올까요?,0.1
2114,2114,97c239484abb870792afd78dc8d2ace5.wav,밖에 있는 이미지는 뭡니까?,15, 아깨 있는 이미지는 뭡니까?,0.18181818181818182
2115,2115,ad4bc56aeda3a6dca6eb201ed66067e3.wav,도널드 트럼프 미국 대통령과 블라디미르 푸틴 러시아 대통령이 앉아 있는 바로 앞에서 작심하고 그런 연설을 한 것이다.,65, 도널도 트럼프 미국 대통령과 블라디미르 푸틴 러시아 대통령이 앉아 있는 바로크 앞에서 작심하고 그런 연서를 한 것이다.,0.08163265306122448
2116,2116,2a8675d9719876c53d7b9237ad9578e3.wav,맑은 물 맑은 공기 아름다운 산 그리고 친절한 사람 들.,31, 맑은 물 맑은 공기 아름다운 산 그리고 친절한 사람들,0.0
2117,2117,df117756f7c5e8cebfe58131e09a9184.wav,하늘에서 삶을 살고 싶기 때문입니다.,20, 하늘에서 삶을 살고 싶기 때문입니다.,0.0
2118,2118,501632558981847d80bf41207ac68938.wav,그리고 넓은 맥락에서 그들은 무슨 차이를 만들어 내었습니까?,33, 그리고 넓은 맥락에서 그들은 무슨 차이를 만들어내었습니까?,0.0
2119,2119,71e3d1ab53e9f56811bf37c0c9a2f390.wav,제가 돈을 잃어버려서 백화점까지 가는 가장 저렴한 방법은 무엇이 있을까요?,41, 내가 돈을 잃어버려서 백화점까지 가는 가장 저림한 방법은 무엇이 있을까요?,0.06451612903225806
2120,2120,7f17dcee9ad0de3416c56cd58ae19fd1.wav,제니가 갈 수 있을지 없을지는 알 수 없습니다.,26, 애니가 갈 수 있을지 없을지는 알 수 없습니다.,0.05555555555555555
2121,2121,0eef1fb2b17cff8109437387f73c53db.wav,여기 사고가 났는데 당장 경찰을 불러주세요!,24, 여기 사고가 났는데 당장 경찰을 불러주세요,0.0
2122,2122,62af60bdb34e23b27fb7eada64c71701.wav,저는 몸이 불편한 사람들이 기뻐하시는 모습을 보며 뿌듯함을 느꼈습니다.,39, 어느 몸이 불편한 사람들이 기뻐하시는 모습을 보며 뿌듯함을 느꼈습니다.,0.06666666666666667
2123,2123,a4db6a5c767c79f97c409970ae0324d9.wav,여기서 이러지 말고 나가서 얘기합시다.,21, 여기서 이러지 말고 나가서 얘기합시다.,0.0
2124,2124,bb4e20ed4f98c0ef4c4fad7be8a82a70.wav,웨이보 운영 대행 위임장입니다.,17, 웨이버 운영 대행 위임장입니다.,0.07692307692307693
2125,2125,125c7fae9d2f76fc881c3c36a9e83330.wav,그날은 바람에 향기가 섞여 불어오던 여행길의 시작이었어요.,32, 그날은 바람의 향비가 석겨 부러우던 여행길에 시작이었어요.,0.32
2126,2126,1748d16d4166833fd2c0a537b48e17a4.wav,왜 내 자리에 앉아 있습니까?,16, 왜 내 자리에 앉아있습니까?,0.0
2127,2127,e7186fff0386d3f45db70996693b6993.wav,진정한 행복의 의미는 자신이 자신의 삶에 얼마나 만족하는지입니다.,36, 인정한 행복의 의미는 자신이 자신의 삶에 얼마나 만족하는 지입니다.,0.03571428571428571
2128,2128,5d2ddd1e0b6422679528479c6243531c.wav,손흥민의 경우 아자르에 비해 활약한 기간이 짧다.,27, 훈흥민의 경우 아자루앱이의 화려한 기간이 짧다.,0.35
2129,2129,0a21b2455273a8a1bafcb1ce00904c8f.wav,난 니가 힘들어 하는 건 정말로 싫구나.,22, 난 네가 힘들어하는 건 정말로 실크나,0.2
2130,2130,31d46d89b7e97e3834f8c0a4962ad5c2.wav,기어에 붙어있는 빛나는 테이프는 빛을 반사합니다.,27, 기어에 붙어있는 빛나는 테이프는 빛을 반사합니다.,0.0
2131,2131,a1c640dbe4181675470b4b7a3254b8b4.wav,그리고 이 날짜에 약속 잡혔는지 확인해 주세요!,26, 그리고 이 날짜에 약속 잡혔는지 확인해 주세요,0.0
2132,2132,535bbb377e4dbd22b6f8187d961a1e7b.wav,내일 우리 학교로 와서 교장 선생님에게 얘기해주세요.,29, A일 우리 학교로 와서 교장 선생님에게 얘기해 주세요.,0.045454545454545456
2133,2133,fe45b25d90618e2d2a030f3704c1a78f.wav,웨스트엘름이 단독매장이 아닌 백화점에 입점한 것은 이번이 처음이다.,37, Westell음이 단독 매장이 아닌 백화점의 입점한 것은 이번이 처음이다.,0.28125
2134,2134,71e91b1efe63598619a266c9f547c1cd.wav,장흥에서 저희는 닭볶음탕을 요리해 먹었습니다.,25, 악릉에서 저희는 박볶음탕을 요리해 먹었습니다.,0.15
2135,2135,cb1a4b297cfe49cf4142f5a68ed043fe.wav,곱슬 끼도 있으시고 일반적으로는 매직 파마로 가라앉히죠.,31, 곱슬끼도 있으시고 일반적으로는 매직 파마로 갈아 앉이죠,0.125
2136,2136,356b751a2979ff400b7fafd0cca5e152.wav,선수가 머리에 충격을 받으면 치료받으러 나가야 해요.,29, 선수가 머리에 충격을 받으면 치료받으러 나가야 해요.,0.0
2137,2137,78dcb8ec09cf1393f78ca890cbbf21d6.wav,공에 잘못 누워 있다면 몸의 무게 중심을 왼쪽으로 옮기세요.,33, 몸에 잘못 놓어 있다면 몸에 무게중심을 왼쪽으로 옮기세요.,0.16666666666666666
2138,2138,7a1567ed06bfbdb8b83b35cff8430c7d.wav,나는 내 얇은 팔에 근육을 가지고 있어요.,23, 나는 내 얇은 팔에 근육을 가지고 있어요.,0.0
2139,2139,cd5bf3f1a04093c11ba4f4fb2daeb869.wav,한 개인의 자기 이익에 기여하는 행위는 옳습니다.,27, 한 개인의 자기에게 귀여워하는 행위는 옳습니다.,0.25
2140,2140,fc135271490b355c341a0a4e23610c86.wav,갑작스러운 채용 패턴의 변화를 정당화하기 위해 위에서 검토된 사회학적 명제에는 어떤 것도 없고 또한 경험적인 예가 없습니다.,69, 앞작스러운 채용 패턴의 변화를 정당화하기 위해 위에서 검토된 사회적 명제에는 어떤 곳도 없고 또한 경험적인 얘가 없습니다.,0.07692307692307693
2141,2141,a5c673cb6e1b9ca3a0fc695fbaaefda7.wav,니가 그 부품을 우리 공장으로 늦게 보내면 물건 생산이 늦어져.,35, 니가 그 부품을 우리 공장으로 늦게 보냐면 울건 생산이 늦어져,0.08
